Implication Réseau 1/2/3,Implication 2019-2020,Implication 2017-2018,Latitude,Longitude,Département,Structure,Site Web,Adresse,Ville,CP,Full Address,Description,THEMATIQUE_1,THEMATIQUE_2,THEMATIQUE_3,Type de lieu,Organisation structurelle
,,,45.2429389,4.6707699,,RESF Annonay,https://www.educationsansfrontieres.org/spip.php?rubrique825,34 avenue de l’Europe,Annonay,07100,34 avenue de l’Europe Annonay 07100 ,"Le Réseau Éducation Sans Frontière défend les jeunes sans papiers et leurs familles en mobilisant leur entourage, pour un accueil digne, humain et durable. Partenariats au sein du réseau Traces.",,,,,
,,,45.7481357,4.8289883,,Coordination Urgence Migrants,http://www.coordination-urgence-migrants.org/,34 Cours du verdun Perrache,Lyon,69002,34 Cours du verdun Perrache Lyon 69002 ,"Lieu de concertation et de coordination entre individus et associations impliqués auprès des migrants, principalement dans les situations d’urgence. ",,,,,
,2020,"2018, 2016",46.1965485,5.218985099999999,Ain,Direction des musées départementaux de l'Ain,,34 Général Délestraint,Bourg-en-Bresse,01000,34 Général Délestraint Bourg-en-Bresse 01000 ,Contribue à la construction et à la réalisation des biennales Traces.,Collectivités Territoriales,,,,Collectivité Territoriale
,,,45.5253618,4.8773266,,Asti Vienne,http://www.fasti.org/index.php/les-asti27?id=171,34 Rue de la Charité,Vienne,38200,34 Rue de la Charité Vienne 38200 ,"Associations de Solidarité avec Tou-te-s les Immigré-e-s. Assurer la défense des étranger(ère)s et immigré(e)s dont les droits ne sont pas respectés, accompagnement juridique et administratif, sensibilisation et lutte contre les discriminations.",,,,,
,,,45.9830054,4.7591151,Ain,Centre Social Mosaïque,http://centresocialmosaiques.fr/,35 avenue Montplaisir,Jassans Riottier,01480,35 avenue Montplaisir Jassans Riottier 01480 ,"En plus de son action de maintien du lien social à l'échelle locale, le Centre Social Mosaïque accueille des événements de la biennale Traces.",Equipements culturels / lieux / Champ culturel,,,,
,,2018,45.770921,3.07276,,La semaine de la Poésie,http://lasemainedelapoesie.assoc.univ-bpclermont.fr/,36 Avenue Jean Jaurès,Chamalières,63400,36 Avenue Jean Jaurès Chamalières 63400 ,"Découverte, promotion et diffusion de la poésie contemporaine sur l’ensemble de la région Auvergne. Organisation d'événements en lien avec la migration, en partenariat au sein du réseau Traces.",,,,,
,,2018,45.1961591,5.7299904,Isère,Le Café des Arts,http://www.lecafedesarts38.fr/accueil.html,36 Rue Saint-Laurent,Grenoble,38000,36 Rue Saint-Laurent Grenoble 38000 ,Un espace et une acoustique pour mettre en valeur l'immensité de l'aventure humaine. A déjà accueilli des événements en partenariat avec le réseau Traces.,,,,,Lieu
,,2018,45.7511103,4.845056599999999,Rhône,Cie Nouvelle Fabrique,https://www.facebook.com/lanouvellefabrique/,38 avenue Jean Jaurès,Lyon,69007,38 avenue Jean Jaurès Lyon 69007 ,"Compagnie de théâtre. Ecritures contemporaines, les formes inédites ou atypiques. Lecture théâtralisée en partenariat avec Traces.",Artistes/ Collectifs d’artistes,,,,
,2020,2018,45.7451126,4.8478314,Rhône,MJC Jean Macé ,http://www.mjcjeanmace.com/?fbclid=IwAR1eSY2infM7gJZIk_KD8Pzp9a8ACL4xdsfgRjB-qgtAhFRCuIHG9kmZLhk,38 rue Camille ROY,Lyon,69007,38 rue Camille ROY Lyon 69007 ,"Maison des Jeunes et de la Culture. Événements en lien avec les thématiques des migrations, partenariats avec le réseau Traces.",Equipements culturels / lieux / Champ culturel,,,Centre Social/ MJC / Régie,Lieu
,2020,2018,45.7721446,4.8900138,Rhône,Ville de Villeurbanne,https://accueillir-villeurbanne.fr/,"38 Rue Montgolfier,",Villeurbanne,69100,"38 Rue Montgolfier, Villeurbanne 69100 ","Ville adhérant au Réseau Anvita (Association Nationale des Villes et Territoires Accueillants), et participant à la biennale Traces 2020.",Collectivités Territoriales,,,,Collectivité Territoriale
,,2018,45.9037994,5.678116999999999,Ain,Bistrot du Valromey,https://bistrotduvalromey.wordpress.com/,382 Grande-Rue,Champagne-en-Valromey,01260,382 Grande-Rue Champagne-en-Valromey 01260 ,"Accueille événements culturels, solidaires et d'éducation populaire. Participe aux biennales Traces.",Equipements culturels / lieux / Champ culturel,,,,
,,,45.2392932,5.4059309,Isère,Ville de Notre-Dame-de-l'Osier,http://www.notre-dame-losier.fr/,39 Route de la Forge,Notre-Dame-de-l'Osier,38470,39 Route de la Forge Notre-Dame-de-l'Osier 38470 ,"Ville adhérant au Réseau Anvita (Association Nationale des Villes et Territoires Accueillants), et participant à la biennale Traces 2020.",,,,,
,2020,2018,45.779221,4.878559,Rhône,CCO Jean-Pierre Lachaize,https://www.cco-villeurbanne.org/,39 rue Georges Courteline,Villeurbanne,69100,39 rue Georges Courteline Villeurbanne 69100 ,"Espace culturel de liberté qui cultive les capacités de toutes les personnes à prendre leur place dans la société. Participe aux biennales Traces, notamment 2020.",Equipements culturels / lieux / Champ culturel,,,Social/Culturel,Association
,2020,,45.779221,4.878559,Rhone,QIMEL,www.qimel.com,39 rue Georges Courteline,Villeurbanne,69100,39 rue Georges Courteline Villeurbanne 69100 ,"Affiches, livrets, expos, installations. Contribuer, par L'IMAGE et les RECITS, à la reconnaissance et à la valorisation des initiatives et des expressions tirées du quotidien et de la diversité culturelle. Participe à la biennale Traces 2020.",,,,,
,,,45.779221,4.878559,Rhône,Cie anda jaleo,http://andajaleo.org/fr/les-spectacles,39 rue Georges Courteline,Villeurbanne,69100,39 rue Georges Courteline Villeurbanne 69100 ,"Compagnie théâtrale. Témoignages et récits de vie, thèmes d'actualité. Thématiques de l'identité, de l'exil, de l'immigration, et de l'égalité femmes-hommes.",Artistes/ Collectifs d’artistes,,,Compagnie,Compagnie
,,2018,45.779221,4.878559,,Grand Ensemble,http://www.grandensemble.fr/,39 rue Georges Courteline,Villeurbanne,69100,39 rue Georges Courteline Villeurbanne 69100 ,"Lieu de production de films indépendants au plus près des réalités sociales, et d'éducation populaire. Thématiques de la guerre, du multilinguisme, et de la mémoire. Construction de la biennale 2020.",Equipements culturels / lieux / Champ culturel,Artistes/ Collectifs d’artistes,,Cinéma,Association
,,2018,45.779221,4.878559,Rhône,Raja-Tikva,https://www.facebook.com/Raja-Tikva-1532489817005660/,39 Rue Georges Courteline,Villeurbanne,69100,39 Rue Georges Courteline Villeurbanne 69100 ,Association d'amitié arabo-juive en Rhône Alpes. Raja Tikva veut dire espoir en arabe et en hébreu. Partenariat avec le réseau Traces lors d'événements.,,,,,Association
,,2018,45.779221,4.878559,Rhône,Tabadol,www.tabadol.org,39 rue Georges Courteline,Villeurbanne,69100,39 rue Georges Courteline Villeurbanne 69100 ,"Association interculturelle : rencontres, ateliers et formations. Partenariats au sein du réseau Traces.",Education /Educ pop,Accueil / Accompagnement / solidarités,,Education Populaire,Association
,2020,2018,46.2088525,5.2317518,Ain,MJC Bourg en Bresse,https://www.mjc-bourg.fr/,4 allée des Brotteaux,Bourg-en-Bresse,01000,4 allée des Brotteaux Bourg-en-Bresse 01000 ,"Maison des Jeunes et de la Culture. Événements en lien avec les thématiques des migrations, partenariats avec le réseau Traces.",Equipements culturels / lieux / Champ culturel,,,Centre Social/ MJC / Régie,Lieu
,2020,,46.2088525,5.2317518,Ain,Cent pour un toit-01,https://www.facebook.com/centpouruntoit01/about/,4 allée des Brotteaux ,Bourg en Bresse,01000,4 allée des Brotteaux  Bourg en Bresse 01000 ,A pour but de porter toute forme d’action de solidarité contribuant au logement provisoire de personnes ou familles sans abri et privées de l'accès au droit au logement. Membre du réseau Traces.,Accueil / Accompagnement / solidarités,,,,
,,,45.4329792,4.38788,,RESF Loire,https://www.educationsansfrontieres.org/spip.php?rubrique152,4 cours Victor HUGO,Saint Etienne,42000,4 cours Victor HUGO Saint Etienne 42000 ,"Le Réseau Éducation Sans Frontière défend les jeunes sans papiers et leurs familles en mobilisant leur entourage, pour un accueil digne, humain et durable. Partenariats au sein du réseau Traces.",,,,,
,2020,,45.759949,4.8312788,,Harmonie Communale,https://www.theatredescelestins.com/saison-2020-2021/artistes-et-compagnie-associes/,4 Rue Charles Dullin,Lyon,69002,4 Rue Charles Dullin Lyon 69002 ,Compagnie de théâtre. Pièces inspirées d'histoires réelles ou de débats de société brûlants. Participe à la biennale Traces 2020.,,,,,
,2020,,45.7762216,4.8349595,Rhone,Agend’arts,https://agendarts.wordpress.com/,4 rue de Belfort,Lyon,69004,4 rue de Belfort Lyon 69004 ,"Animer un espace culturel de proximité en mettant en contact divers artistes et le public local, en présentant leurs recherches et travaux par le biais de rencontres culturelles. Participe à la biennale Traces 2020.",,,,,
,2020,,45.7718161,4.8336843,,Nouveaux Espaces Latino-Américains,http://www.espaces-latinos.org/,4 rue Diderot,Lyon,69001,4 rue Diderot Lyon 69001 ,Sensibiliser les publics aux réalités et aux cultures du sous-continent latino-américain. Participe à la biennale Traces 2020.,,,,,
,,,44.9052812,5.7836097,,CARM (Collectif d’Accueil de Réfugiés en Matheysine),http://www.carm.ovh/,4 Rue du Jeu de Quilles,La Mure,38350,4 Rue du Jeu de Quilles La Mure 38350 ,"Accueil des demandeurs d’asile, des personnes seules et des familles qui dorment dans la rue à Grenoble malgré l’obligation légale de l’État Français de les héberger pendant leur parcours administratif pour obtenir le statut de réfugiés.",,,,,
,,2018,45.43982190000001,4.385189599999999,Loire,AGIRabcd (cours de FLE sur Montreynaud),http://www.agirabcd.eu/,4 Rue Malraux,Saint-Etienne,42000,4 Rue Malraux Saint-Etienne 42000 ,"L'Association Générale des Intervenants Retraités (Actions de Bénévoles pour la Coopération et le Développement), est une association de retraités bénévoles, accompagnant les populations en difficulté. Organise des cours de FLE en Loire. Evénements lors de la biennale Traces 2018.",Accueil / Accompagnement / solidarités,Education /Educ pop,,,Association
,2020,,45.239043,5.40567,Vercors,Teroloko,https://teroloko.com/,40 personne de la Chapelle,Notre Dame de l'Osier,38470,40 personne de la Chapelle Notre Dame de l'Osier 38470 ,"Alternative citoyenne d'insertion sociale des personnes réfugiées. Maraîchage, Boulangerie, lieu d'échange. Contribue au réseau Traces.",Accueil / Accompagnement / solidarités,,,,
,,,45.180184,5.753165399999999,Isère,Les Arts du Récit,http://www.artsdurecit.com/,40 rue du Docteur Lamaze,Saint Martin d’Hères,38400,40 rue du Docteur Lamaze Saint Martin d’Hères 38400 ,Scène et lieu ressource  conte/histoires  organisation d'un festival du même nom,,,,,
,,,46.1948448,5.2184848,,Cie Arnica,https://www.cie-arnica.com/creations-passees,40 rue du Général Delestraint ,Bourg-en-Bresse,01000,40 rue du Général Delestraint  Bourg-en-Bresse 01000 ,"Théâtre de marionettes et d'écritures contemporaines. Ecriture en collaboration avec des habitant·e·s. Thématiques des migrations, collaboration au sein du réseau Traces.",Artistes/ Collectifs d’artistes,,,,
,2020,,46.29417610000001,5.380683299999999,Ain,Musée départemental Revermont,https://www.bresse-revermont.fr/produits-locaux-terroir-artisans/musees-et-expositions-2/musee-departemental-du-revermont/,40 rue Principale,Val-Revermont,01370,40 rue Principale Val-Revermont 01370 ,"Musée patrimonial local. Programmation en lien avec les thématiques des migrations, partenariats avec le réseau Traces.",Patrimoine / mémoire,,,,Institution
,2020,,45.21135899999999,5.3999947,Vercors,Plumes de Brigands,http://www.plumesdebrigands.fr/,41 rue Jean Moulin,Vinay,38470,41 rue Jean Moulin Vinay 38470 ,"Diffusion de critiques d'ouvrages de littérature Jeunesse sur différents médias (radio, TV), rencontres et formations. Thématique de la migration, partenariats avec le réseau Traces.",Education /Educ pop,,,,
,,2018,45.7607008,4.928883799999999,Rhône,Jeunesse des cités TASE ,,42 avenue Salengro,Vaulx-en-velin,,42 avenue Salengro Vaulx-en-velin  ,Animations et rencontres sportives et culturelles afin de créer les conditions d’un mieux vivre ensemble entre anciens et nouveaux habitants du quartier de la Tase. Partenariats réguiers sur des événements Traces.,,,,,Association
,,2018,43.3616812,5.3286723,Marseille,Ancrages - Centre de ressources et de formation,https://ancrages.org/,42 Boulevard d'Annam,Marseille,13016,42 Boulevard d'Annam Marseille 13016 ,"Accueil des migrants primo-arrivants, ressources culturelles et patrimoniales. Ancrages milite « pour inscrire l’histoire des migrations dans le patrimoine national ». A participé à la biennale Traces 2016, y organisant une formation.",Accueil / Accompagnement / solidarités,Patrimoine / mémoire,,,Association
,,,45.1932397,6.6571675,,Mémoires sans frontières,,42 Rue de la République,Modane,73500,42 Rue de la République Modane 73500 ,,,,,,
,2020,,45.764018,4.9108697,,Les metteurs en lien,https://www.facebook.com/lesmetteursenlien,427 Cours Emile Zola,Villeurbanne,69100,427 Cours Emile Zola Villeurbanne 69100 ,"Activités artistiques et culturelles. Thèmes : construction européenne, culture, histoire. Participe à la biennale Traces 2020.",,,,,
,2020,,45.4318596,4.390601,Loire,Le Remue Méninges,http://remue-meninges.com/site/,43 rue Michelet,Saint-Etienne,42000,43 rue Michelet Saint-Etienne 42000 ,"Café associatif. Rencontres, ateliers, animations, hors-les-murs. Participe à la biennale Traces 2020.",,,,Café Associatif,Lieu
,,,45.7500405,5.6829388,Ain,Secours populaire Belley 01,https://www.secourspopulaire.fr/comite-de-belley,434 AVENUE HOFF,Belley,01300,434 AVENUE HOFF Belley 01300 ,"Antenne locale du Secours Populaire. Aide alimentaire, vestimentaire, accès au logement et aux soins, insertion, accès aux droits et à la culture.",Accueil / Accompagnement / solidarités,,,,
,2020,,45.75793160000001,4.825008899999999,Rhône,Maison des passages,https://maisondespassages.org/,"44 rue Saint Georges",Lyon,69005,"44 rue Saint Georges Lyon 69005 ","Espace de programmation culturelle. Programmation en lien avec les thématiques des migrations, partenariats avec le réseau Traces.",Equipements culturels / lieux / Champ culturel,,,,Association
,,2018,45.75793160000001,4.825008899999999,Auvergne,Grenat,https://www.lesguidesgrenat.fr,44 Rue Saint-Georges,Lyon,69005,44 Rue Saint-Georges Lyon 69005 ,Association professionnelle des Guides-Conférenciers en AURA. Diffuse à ses adhérents toutes les offres qui lui sont adressées. Répertoire de guides. ,Recherche,,,,Recherche
,,2018,46.2029194,5.2225538,Ain,Département de l'Ain,,45 Avenue Alsace Lorraine,Bourg-en-Bresse,01000,45 Avenue Alsace Lorraine Bourg-en-Bresse 01000 ,,Collectivités Territoriales,,,,Collectivité Territoriale
,2020,,45.7538884,6.4183181,Savoie ,Amis du Cinema,https://www.amis-du-cinema.com/,45 place Montmain,Ugine,73400,45 place Montmain Ugine 73400 ,"Association gérant des cinémas dans le bassin albertvillois et uginois, qui participe à la biennale Traces 2020.",Artistes/ Collectifs d’artistes,champ culturel,,,
,,,45.7518566,4.841453599999999,,Collectif InterSquats des Exilé·e·s Lyon et Environs,https://www.facebook.com/Collectif-Intersquats-Exil%C3%A9es-Lyon-et-Environs-CIELE-102218888081118/?__xts__[0]=68.ARCETd65dxKYY06CXnAQtaICjcg5TeBkILGPDzv43LacffHuKCWDzJUKTaaXy_CtbXgV65rwng25OSMWf47ctb6XyFYETPZzNFfyP_xTpa-Wrjts4bzLa8fmjNfe-SnCqkXJBiNVicc8TX_n39iZnxze8bMyixdpgrsJzcUlcL8ZMOJI67jED_oDt3nh3AKf0KuV9K5GKBFtf1T3AL0stxDgvEsJnc3IH5cCmswtg7aiebhvTxJb7TekVhOVPdAMDE9dHZp4oHjExlI6k79zMJcJ3bD5qGeNWn1Ntnm-6ypdYXWq2pjm-7HfQbx8NOQMP9rJ0e_U7Mphq_8U-QJs9mU9dQ,45 Rue Bechevelin,Lyon,69007,45 Rue Bechevelin Lyon 69007 ,Le Collectif Intersquats Exilé.e.s Lyon et Environs est un collectif réunissant des habitant.e.s et des soutiens de différents squats du grand Lyon.,Accueil / Accompagnement / solidarités,,,,
,2020,"2018, 2007, 2005, 2000",45.761685,4.8859622,Rhône,CMTRA,http://www.cmtra.org/,46 cours du docteur Jean Damidot,Villeurbanne,69100,46 cours du docteur Jean Damidot Villeurbanne 69100 ,Centre des Musiques Traditionnelles Rhône-Alpes. Valorisation des traditions musicales et des patrimoines culturels immatériels de la région Auvergne-Rhône-Alpes. Partenaire de longue date du réseau Traces.,Patrimoine / mémoire,Equipements culturels / lieux / Champ culturel,Recherche,,
,,2018,45.761685,4.8859622,Ain,RESODOC (Reseau documentaire des archives sonores),https://cmtra.org/Nos_actions/Valorisation_patrimoniale/220_Le_reseau_documentaire_des_archives_sonores.html,46 Cours du Docteur Jean Damidot,Villeurbanne,69100,46 Cours du Docteur Jean Damidot Villeurbanne 69100 ,"Réseau de structures associatives et institutionnelles détentrices de fonds sonores de la région. Les collections sont numérisées, documentées et mises en ligne sur le Portail régional du Patrimoine Oral. Partenariat avec Traces, ressources en lien avec la migration.",,,,,
,2020,,45.761685,4.8859622,Rhone,LA Balise 46,https://www.mjc-villeurbanne.org/rendez-vous/,46 Cours du Dr Jean Damidot,Villeurbanne,69100,46 Cours du Dr Jean Damidot Villeurbanne 69100 ,Salle de spectacle de la MJC de Villeurbanne. Accueille des événements dans le cadre de la biennale Traces 2020.,,,,,
,2020,2018,45.761685,4.8859622,Rhône,MJC Villeurbanne,https://www.mjc-villeurbanne.org/,"46 Cours Jean Damidot",Villeurbanne,69100,"46 Cours Jean Damidot Villeurbanne 69100 ","Maison des Jeunes et de la Culture. Événements en lien avec les thématiques des migrations, partenariats avec le réseau Traces.",Equipements culturels / lieux / Champ culturel,,,Centre Social/ MJC / Régie,Lieu
,2020,,45.7670363,4.87372,Rhone,L’École Nationale de Musique de Villeurbanne,http://www.enm-villeurbanne.fr/,46 Cpurs de la République,Villeurbanne,69100,46 Cpurs de la République Villeurbanne 69100 ,"Ecole de musique, danse et art dramatique de 1800 élèves. Participe à la biennale Traces 2020.",,,,,
,2020,2018,45.1874236,5.7109483,Isère,Modus Operandi,http://traces-migrations.org/2020/02/14/modus-operandi/,46 rue d'Alembert,Grenoble,38000,46 rue d'Alembert Grenoble 38000 ,"Association gérant des espaces de paroles dédiées aux personnes opprimées. Thématiques de la migration, des personnes à la recherche d'un refuge en France. Partenariats réguliers avec Traces.",Médias,Recherche,,,Association
,,,45.7787529,4.803398,Rhône,Microphone,https://www.microphone-parole.com/,47 rue de la Claire,Lyon,69009,47 rue de la Claire Lyon 69009 ,"Création sonore, recueil de témoignages. Association avec d'autres champs artistiques, et sciences humaines. Collaborations au sein du réseau Traces.",Journalisme-documentaire (qui peut se mêler avec artistes)-media,,,Radio,Association
,,2018,45.780423,4.820362900000001,Rhône,CASNAV de l'académie de Lyon,http://www.ac-lyon.fr/cid89975/casnav.html,47 Rue Philippe de Lassalle ,Lyon,69004,47 Rue Philippe de Lassalle  Lyon 69004 ,Centre académique pour la scolarisation des enfants allophones nouvellement arrivés et des enfants issus de famille itinérantes et de voyageurs. A participé à la biennale Traces 2018.,Collectivités Territoriales,Education /Educ pop,,,
,,2018,45.0429402,5.0522214,Drôme,Romans International,http://romans-international.fr/association/,47 Rue Saint-Nicolas,Romans-sur-Isère,26100,47 Rue Saint-Nicolas Romans-sur-Isère 26100 ,"""« Participer au rapprochement à l’amitié entre les peuples »  tout en se recentrant sur la jeunesse et en élargissant ses partenariats. Sensibilisation, formation, acceompagnement. Cycle de formations en partenariat avec le réseau Traces.""",Accueil / Accompagnement / solidarités,,,,
,2020,,45.77059,3.08794,Auvergne,Université Clermont Auvernge,https://www.uca.fr/,49 bd François Mitterrand,Clermont-Ferrand,63001,49 bd François Mitterrand Clermont-Ferrand 63001 ,"UCA. Projet européen (coLAB), cycle pour réfugiées, demandeurs d’asile, FLE, activités théâtre avec étudiants, demandeurs d’asile exonérés, financements pour réfugiés. Contribue au réseau Traces.",Recherche,,,Dpt information & communication  UFR Langues  Cultures et communication,Institution
,,,45.3628928,5.598165499999999,Isère,Médiathèque Philippe Vial Voiron,https://biblio-paysvoironnais.fr/voiron,5 bd Edgar Kofler,Voiron,38500,5 bd Edgar Kofler Voiron 38500 ,médiathèque,Equipements culturels / lieux / Champ culturel,,,Bibliothèque/médiathèque,Lieu
,2020,2018,45.7734435,4.826791,Rhône,AlterEgaux,www.alteregaux.fr,5 Impasse de Vauzelles,Lyon,69001,5 Impasse de Vauzelles Lyon 69001 ,Collectif d’artistes engagés qui organise des formations et événements culturels. Alter-Egaux a inscrit sa 5ème nuit sans frontière dans le programme de la Biennale TRACES 2018.,Artistes/ Collectifs d’artistes,Education /Educ pop,,Education populaire,Association
,2020,,45.188581,5.737343999999999,,Survie 38,http://survie.isere.free.fr/,5 place Bir-Hakeim,Grenoble,38000,5 place Bir-Hakeim Grenoble 38000 ,Organiser des évènements publics pour dénoncer la Françafrique. Lieu de rencontres et de débats. Participe à la biennale Traces 2020.,,,,,
,2020,"2018, 2000",45.1908265,5.731296899999999,Isère,Association Revue Ecarts d'Identité,http://www.ecarts-identite.org/,5 place sainte Claire,Grenoble,38000,5 place sainte Claire Grenoble 38000 ,"Revue portée par l'ADATE, l'ISM-Corum, Traces Auvergne Rhône-Alpes et la Maison des Passages.Transformations qui naissent des contacts entre populations diverses en France et en Europe : comment partagent-elles leurs mémoires ? Comment construisent-elles leurs devenirs ?",Médias,,,,Association
,,2018,45.1908265,5.731296899999999,Isère,Interstices,https://www.facebook.com/pages/category/Nonprofit-Organization/Interstices-283942475114536/,5 Place Sainte-Claire,Grenoble,38000,5 Place Sainte-Claire Grenoble 38000 ,"Contribuer au renforcement des liens franco-marocains, promouvoir l’interculturalité, valoriser la transmission intergénérationnelle. Contribue au réseau Traces.",,,,,
,,2018,45.6962522,4.870286,Rhône,Centres Sociaux des Minguettes,https://csxminguettes.fr/,5 rue Aristide Bruant,Vénissieux,69200,5 rue Aristide Bruant Vénissieux 69200 ,"En plus de leur action de maintien du lien social à l'échelle locale, les Centres Sociaux des Minguettes accueillent des événements de la biennale Traces.",Education /Educ pop,,,,Centre Social/MJC/Regie
,2020,2018,45.7560835,4.8318898,Region,Coup de Soleil AURA,https://www.coupdesoleil-rhonealpes.fr/,5 rue Auguste Comte,Lyon,69002,5 rue Auguste Comte Lyon 69002 ,"Favorise les relations entre tous les gens d’Algérie, du Maroc, de Tunisie, les pieds-noirs rapatriés, immigrés ou générations nées en France. Combattre l’ignorance et l’incompréhension. Partenaire réseau Traces.",Education /Educ pop,Patrimoine / mémoire,Equipements culturels / lieux / Champ culturel,Culturelle,Association
,2020,2018,45.69713369999999,4.885272899999999,Rhône,Cinéma Gérard Philippe,https://www.ville-venissieux.fr/cinema/Le-programme,5 Rue Marcel-Houël,Vénissieux,69631,5 Rue Marcel-Houël Vénissieux 69631 ,Cinéma organisant des projections en partenariat avec le réseau Traces.,Equipements culturels / lieux / Champ culturel,,,Cinéma,Lieu
,2020,2018,45.7809377,3.0836013,Auvergne,Café-Lecture Les Augustes,http://www.cafelesaugustes.fr/ ,5 rue sous les Augustins,Clermont-Ferrand,63000,5 rue sous les Augustins Clermont-Ferrand 63000 ,"Café-lecture géré par une association qui milite contre l’illettrisme et l’exclusion sociale en promouvant l’accès pour tous à l’écriture, la lecture et la culture. Participe au réseau Traces.",Equipements culturels / lieux / Champ culturel,,,,Lieu
,2020,2018,45.16227199999999,5.710019399999999,Isère,Regards des Lieux,http://regardsdeslieux.fr/,51 cours de la libération,Grenoble,38100,51 cours de la libération Grenoble 38100 ,"Collectif de production documentaires au croisement du cinéma et de la musique. Soutenir la création, favoriser la diffusion et permettre la libre discussion. Projets culturels de territoire. ",Equipements culturels / lieux / Champ culturel,Recherche,Artistes/ Collectifs d’artistes,Cinéma/Musique,Collectif
,2020,,45.1934224,5.771531899999999,,RUSF 38,https://rusf.org/grenoble-/,51 rue des Mathématiques,Gières,38610,51 rue des Mathématiques Gières 38610 ,"Le Réseau Université Sans Frontière est un réseau national qui accueille les étudiant(e)s étranger(e)s, migrant(e)s, réfugié(e)s ou sans papiers dans les universités.",,,,,
,2020,,45.192251,5.766704799999999,Isère,RUSF / Réseau Universités Sans Frontières,https://rusf.org/?debut_dessinaffiche=1,51 Rue des Mathématiques,Saint-Martin-d'Hères,38400,51 Rue des Mathématiques Saint-Martin-d'Hères 38400 ,Réseau de collectifs bénévoles et militants qui accompagnent des personnes étrangères souhaitant poursuivre des études universitaires. Contribue au réseau Traces.,Accueil / Accompagnement / solidarités,Education /Educ pop,,,Réseau
,,,45.7710585,4.8340384,Rhône,Les Clochards Célèstes,http://clochardscelestes.com/,51 rue des Tables Claudiennes,Lyon,69001,51 rue des Tables Claudiennes Lyon 69001 ,Théâtre,Lieu,,,Theatre,Lieu
,2020,,46.1848994,5.2267407,Ain,Sauvegarde - PAEJ Chocolat Chaud,https://sauvegarde01.fr/chocolat%20chaud.html,526 rue Paul Verlaine,Peronnas,01960,526 rue Paul Verlaine Peronnas 01960 ,Point Accueil Ecoute Jeunes. Répondre aux difficultés liées à des situations d’errance. Contribue au réseau Traces.,Accueil / Accompagnement / solidarités,,,,Association
,2020,2018,46.2019457,5.2291038,Ain,Association JEMNA MIX ATTITUDES,https://www.facebook.com/JemnaConsult/,54 Rue de la République,Bourg-en-Bresse,01000,54 Rue de la République Bourg-en-Bresse 01000 ,"Entreprise locale ayant pour activité principale l'organisation d'événements sociaux, culturels et sportifs. Conseil en communication d'entreprise. A déjà accueilli des événements du réseau Traces, participe à la biennale 2020.",,,,,
,2020,2018,44.5418609,4.2924296,Ardèche,Histoire de Dire,https://histoirededire.fr/,55  rue Jean-Louis Soulavie,Largentiere,07100 ,55  rue Jean-Louis Soulavie Largentiere 07100  ,"""Relayer la voix de ceux que l’on a pas l’habitude d’entendre. Atelier mobile de réalisation d'émissions audio. Se poser la question de l’accueil, du vivre ensemble et de la capacité à accepter l’autre, celui qui est notre semblable, au-delà des frontières…""",Education /Educ pop,Journalisme-documentaire (qui peut se mêler avec artistes),,,Association
,,2018,45.7864692,4.9253676,,Conservatoire de Musique et de Danse,,55 Avenue de la République,Vaulx-en-Velin,69120,55 Avenue de la République Vaulx-en-Velin 69120 ,,,,,Conservatoire,Institution
,,2018,45.7511897,4.8427444,Rhône,Flaneur hostel,https://www.leflaneur-guesthouse.com/,56 Rue Sébastien Gryphe,Lyon,69007,56 Rue Sébastien Gryphe Lyon 69007 ,"Guesthouse à bas prix, engagée dans l'économie sociale et solidaire lyonnaise. A reçu des événements lors de partenariats avec le réseau Traces.",,,,,
,,2018,46.2037009,5.24355,Ain,Centre Social Amédée Mercier ,https://amedeemercier.centres-sociaux.fr/,57 Avenue Amédée Mercier,Bourg-en-Bresse,01000,57 Avenue Amédée Mercier Bourg-en-Bresse 01000 ,"En plus de son action de maintien du lien social à l'échelle locale, le Centre Social Amédée Mercier accueille des événements de la biennale Traces.",Equipements culturels / lieux / Champ culturel,,,Centre Social/ MJC / Régie,Lieu
,,,45.1938645,5.7327524,Isère,Pays’âges,http://maison-des-sages.fr/,57 avenue du Maréchal Randon,Grenoble,38000,57 avenue du Maréchal Randon Grenoble 38000 ,"Espace d'échange et de recontre à destination des personnes âgées immigrées isolées ou en famille, femmes et hommes de toutes origines. ",,,,,Association
,2020,"2018, 2007",45.1938645,5.7327524,Isère,Amal,https://amal38.fr/,57 Avenue Maréchal Randon,Grenoble,38000,57 Avenue Maréchal Randon Grenoble 38000 ,Association culturelle de coopération franco-maghrébine qui a choisi de faire de la culture un instrument d’intégration contre le racisme de lutte contre les discriminations et de refus du repli identitaire. Participe à la biennale 2020.,Artistes/ Collectifs d’artistes,Education /Educ pop,,Culturelle,Association
,,,45.7482662,4.8600597,,Le Tissu Solidaire,https://sursaut-citoyen.org/Le-Tissu-Solidaire,6 Cours Albert Thomas,Lyon,69008,6 Cours Albert Thomas Lyon 69008 ,Le Tissu Solidaire créé un échange entre étudiants et demandeurs d’asiles au travers d’ateliers de créations collaboratives et de sorties culturelles.,,,,,
